Marca,Modelo,Condicao,Memoria,Bateria,Preco,TempoConta,Vendas,Golpe
Samsung,Galaxy S20,Usado - Bom,32,Perfeita (95% ate 100%),804.7,211,19,Nao
Motorola,Motorola Edge 30,Usado - Bom,32,Ok (60% ate 79%),744.4,320,17,Nao
Apple,iPhone 15,Com defeito,128,Ruim (40% ate 59%),1488.47,327,2,Nao
Samsung,Galaxy S20,Usado - Excelente,32,Perfeita (95% ate 100%),1270.67,364,2,Nao
Apple,iPhone 13,Novo,64,Ok (60% ate 79%),558.1,287,20,Sim
Apple,iPhone 12,Usado - Excelente,256,Perfeita (95% ate 100%),900.96,68,20,Nao
Apple,iPhone XR,Novo,256,Ok (60% ate 79%),377.66,362,17,Nao
Samsung,Galaxy A51,Recondicionado,256,Perfeita (95% ate 100%),905.29,362,9,Nao
Samsung,Galaxy A51,Novo,128,Boa (80% ate 94%),1285.45,92,5,Nao
Apple,iPhone 15,Novo,64,Perfeita (95% ate 100%),709.83,53,8,Sim
Apple,iPhone 11,Novo,64,Boa (80% ate 94%),529.87,265,6,Sim
Apple,iPhone 11,Recondicionado,128,Muito Ruim (abaixo de 39%),832.57,225,7,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Perfeita (95% ate 100%),1076.04,243,12,Nao
Samsung,Galaxy S21,Novo,256,Boa (80% ate 94%),469.61,104,18,Nao
Motorola,Motorola G7,Usado - Bom,256,Ruim (40% ate 59%),902.58,362,16,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Ok (60% ate 79%),1233.81,59,19,Nao
Apple,iPhone 15,Com defeito,64,Muito Ruim (abaixo de 39%),494.89,186,10,Sim
Samsung,Galaxy S21,Com defeito,32,Ruim (40% ate 59%),894.17,30,5,Nao
Apple,iPhone 12,Usado - Bom,64,Ruim (40% ate 59%),452.04,311,16,Sim
Apple,iPhone 8 Plus,Recondicionado,64,Muito Ruim (abaixo de 39%),1182.94,274,18,Sim
Samsung,Galaxy S21,Recondicionado,64,Muito Ruim (abaixo de 39%),834.36,320,8,Nao
Apple,iPhone 13,Usado - Bom,256,Muito Ruim (abaixo de 39%),909.2,33,16,Nao
Motorola,Motorola Edge 30,Usado - Bom,64,Perfeita (95% ate 100%),1455.01,24,6,Nao
Motorola,Motorola Edge 30,Usado - Bom,128,Ok (60% ate 79%),529.11,87,18,Nao
Apple,iPhone 15,Usado - Excelente,256,Boa (80% ate 94%),943.11,91,16,Nao
Samsung,Galaxy A51,Novo,256,Ok (60% ate 79%),595.33,112,1,Nao
Apple,iPhone XR,Usado - Excelente,64,Perfeita (95% ate 100%),1425.94,138,19,Sim
Apple,iPhone 11,Usado - Excelente,32,Ok (60% ate 79%),554.39,148,18,Sim
Motorola,Motorola G7,Com defeito,64,Perfeita (95% ate 100%),637.02,97,18,Nao
Apple,iPhone 13,Com defeito,32,Perfeita (95% ate 100%),749.03,87,12,Sim
Samsung,Galaxy S20,Usado - Bom,128,Perfeita (95% ate 100%),1256.22,355,13,Nao
Motorola,Motorola G7,Recondicionado,32,Ok (60% ate 79%),461.57,62,17,Nao
Samsung,Galaxy A71,Usado - Bom,64,Muito Ruim (abaixo de 39%),727.03,344,5,Nao
Apple,iPhone 10,Recondicionado,128,Perfeita (95% ate 100%),437.77,142,14,Nao
Samsung,Galaxy S22,Novo,64,Boa (80% ate 94%),1162.01,363,18,Nao
Motorola,Motorola G7,Usado - Excelente,256,Ruim (40% ate 59%),1104.87,40,20,Nao
Samsung,Galaxy S21,Usado - Excelente,256,Perfeita (95% ate 100%),1273.4,21,12,Nao
Samsung,Galaxy A71,Usado - Bom,64,Boa (80% ate 94%),977.37,247,17,Nao
Apple,iPhone 8 Plus,Recondicionado,64,Perfeita (95% ate 100%),1324.61,211,13,Sim
Apple,iPhone 13,Com defeito,32,Ruim (40% ate 59%),1335.31,160,1,Sim
Samsung,Galaxy A71,Usado - Bom,64,Ok (60% ate 79%),305.22,91,2,Nao
Samsung,Galaxy A71,Novo,64,Ok (60% ate 79%),727.03,323,14,Nao
Samsung,Galaxy S20,Usado - Bom,64,Boa (80% ate 94%),719.05,154,8,Nao
Motorola,Motorola G7,Recondicionado,128,Muito Ruim (abaixo de 39%),690.1,202,1,Nao
Apple,iPhone 12,Novo,128,Boa (80% ate 94%),1378.9,142,5,Nao
Apple,iPhone XR,Usado - Bom,32,Ok (60% ate 79%),646.58,159,4,Sim
Motorola,Motorola Edge 30,Novo,32,Muito Ruim (abaixo de 39%),744.4,167,10,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Boa (80% ate 94%),420.08,169,1,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Boa (80% ate 94%),466.88,30,13,Nao
Samsung,Galaxy S21,Novo,128,Perfeita (95% ate 100%),1071.22,352,6,Nao
Motorola,Motorola Edge 30,Com defeito,64,Perfeita (95% ate 100%),577.54,298,7,Nao
Motorola,Motorola G7,Usado - Bom,128,Boa (80% ate 94%),830.92,283,3,Nao
Apple,iPhone XR,Usado - Bom,256,Muito Ruim (abaixo de 39%),1194.98,256,16,Nao
Samsung,Galaxy S21,Novo,64,Perfeita (95% ate 100%),1420.3,243,19,Nao
Apple,iPhone 8 Plus,Novo,256,Perfeita (95% ate 100%),1492.21,202,19,Nao
Apple,iPhone XR,Com defeito,32,Ok (60% ate 79%),673.31,341,8,Sim
Motorola,Motorola Edge 30,Novo,256,Boa (80% ate 94%),355.74,363,16,Nao
Motorola,Motorola G7,Usado - Excelente,256,Boa (80% ate 94%),487.76,46,16,Nao
Apple,iPhone 13,Usado - Bom,64,Perfeita (95% ate 100%),429.58,112,11,Sim
Apple,iPhone 8 Plus,Usado - Bom,256,Ruim (40% ate 59%),556.91,141,3,Nao
Samsung,Galaxy S22,Novo,256,Ok (60% ate 79%),595.01,204,17,Nao
Apple,iPhone 8 Plus,Usado - Bom,256,Boa (80% ate 94%),1448.44,167,12,Nao
Samsung,Galaxy A51,Novo,32,Boa (80% ate 94%),1405.43,118,8,Nao
Motorola,Motorola G7,Usado - Bom,128,Muito Ruim (abaixo de 39%),1332.67,295,15,Nao
Samsung,Galaxy S21,Usado - Excelente,64,Muito Ruim (abaixo de 39%),742.91,19,2,Nao
Samsung,Galaxy S22,Usado - Bom,256,Ok (60% ate 79%),595.03,238,19,Nao
Motorola,Motorola Edge 30,Com defeito,32,Perfeita (95% ate 100%),902.58,117,8,Nao
Samsung,Galaxy A51,Usado - Bom,128,Perfeita (95% ate 100%),1088.15,175,12,Nao
Apple,iPhone 8 Plus,Recondicionado,128,Boa (80% ate 94%),641.45,291,10,Nao
Apple,iPhone 11,Usado - Excelente,64,Ok (60% ate 79%),1137.07,142,5,Sim
Apple,iPhone 10,Usado - Excelente,128,Muito Ruim (abaixo de 39%),499.12,282,16,Nao
Motorola,Motorola Edge 30,Recondicionado,128,Ok (60% ate 79%),631.9,124,7,Nao
Apple,iPhone 12,Usado - Excelente,256,Ruim (40% ate 59%),554.39,247,20,Nao
Motorola,Motorola G7,Com defeito,32,Boa (80% ate 94%),417.58,233,18,Nao
Samsung,Galaxy A71,Com defeito,32,Boa (80% ate 94%),683.02,363,19,Nao
Motorola,Motorola Edge 30,Novo,32,Ruim (40% ate 59%),510.5,255,18,Nao
Apple,iPhone 14,Usado - Bom,128,Ok (60% ate 79%),1213.93,154,1,Nao
Motorola,Motorola G7,Com defeito,256,Muito Ruim (abaixo de 39%),848.13,294,14,Nao
Apple,iPhone XR,Usado - Excelente,256,Boa (80% ate 94%),1244.07,97,4,Nao
Motorola,Motorola G7,Com defeito,128,Ok (60% ate 79%),1265.9,211,8,Nao
Apple,iPhone 14,Novo,32,Ruim (40% ate 59%),750.52,315,5,Sim
Apple,iPhone 10,Recondicionado,32,Perfeita (95% ate 100%),673.31,117,7,Sim
Motorola,Motorola Edge 30,Novo,256,Boa (80% ate 94%),976.26,32,3,Nao
Samsung,Galaxy S21,Novo,32,Ok (60% ate 79%),397.77,264,4,Nao
Apple,iPhone 12,Usado - Bom,64,Boa (80% ate 94%),972.88,59,7,Sim
Apple,iPhone 11,Usado - Excelente,64,Muito Ruim (abaixo de 39%),776.93,363,3,Sim
Apple,iPhone 13,Usado - Excelente,32,Muito Ruim (abaixo de 39%),514.03,233,17,Sim
Apple,iPhone 13,Com defeito,128,Boa (80% ate 94%),315.28,163,11,Nao
Motorola,Motorola G7,Usado - Bom,64,Ok (60% ate 79%),1427.55,95,19,Nao
Motorola,Motorola G7,Com defeito,32,Ruim (40% ate 59%),1311.95,247,7,Nao
Samsung,Galaxy A71,Recondicionado,128,Perfeita (95% ate 100%),683.02,256,16,Nao
Samsung,Galaxy S20,Recondicionado,128,Perfeita (95% ate 100%),717.33,233,17,Nao
Samsung,Galaxy A51,Novo,64,Muito Ruim (abaixo de 39%),1446.62,278,20,Nao
Apple,iPhone 13,Novo,128,Muito Ruim (abaixo de 39%),859.19,134,14,Nao
Samsung,Galaxy S20,Usado - Bom,32,Ruim (40% ate 59%),1199.01,52,19,Nao
Apple,iPhone 12,Usado - Excelente,128,Muito Ruim (abaixo de 39%),776.42,115,2,Nao
Samsung,Galaxy S21,Com defeito,32,Boa (80% ate 94%),551.99,189,1,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Ruim (40% ate 59%),1104.87,320,14,Nao
Motorola,Motorola G7,Usado - Bom,32,Boa (80% ate 94%),1307.67,211,5,Nao
Motorola,Motorola G7,Com defeito,256,Ruim (40% ate 59%),1254.65,346,1,Nao
Apple,iPhone 15,Recondicionado,128,Perfeita (95% ate 100%),595.88,142,4,Nao
Apple,iPhone 13,Recondicionado,32,Ruim (40% ate 59%),1248.77,79,16,Sim
Apple,iPhone 8 Plus,Recondicionado,256,Ok (60% ate 79%),688.25,137,1,Nao
Samsung,Galaxy A51,Novo,256,Perfeita (95% ate 100%),999.72,91,16,Nao
Motorola,Motorola G7,Usado - Excelente,32,Ruim (40% ate 59%),1178.86,234,16,Nao
Apple,iPhone 8 Plus,Recondicionado,64,Perfeita (95% ate 100%),341.87,193,8,Sim
Samsung,Galaxy A71,Usado - Bom,64,Muito Ruim (abaixo de 39%),713.82,283,10,Nao
Samsung,Galaxy A51,Usado - Bom,32,Ok (60% ate 79%),418.49,156,17,Nao
Motorola,Motorola G7,Usado - Excelente,32,Muito Ruim (abaixo de 39%),1214.47,141,7,Nao
Apple,iPhone 12,Recondicionado,256,Ok (60% ate 79%),1446.88,323,19,Nao
Samsung,Galaxy S22,Usado - Bom,256,Perfeita (95% ate 100%),595.33,130,20,Nao
Samsung,Galaxy S20,Novo,256,Boa (80% ate 94%),812.72,22,14,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Perfeita (95% ate 100%),1360.18,50,5,Nao
Apple,iPhone 13,Recondicionado,128,Perfeita (95% ate 100%),1321.4,154,1,Nao
Motorola,Motorola Edge 30,Usado - Bom,32,Boa (80% ate 94%),533.2,352,5,Nao
Apple,iPhone XR,Novo,256,Ok (60% ate 79%),1326.38,112,16,Nao
Motorola,Motorola G7,Com defeito,256,Muito Ruim (abaixo de 39%),574.76,148,13,Nao
Samsung,Galaxy A71,Usado - Bom,32,Ok (60% ate 79%),1058.89,104,10,Nao
Apple,iPhone 11,Usado - Excelente,256,Ok (60% ate 79%),1436.75,189,9,Nao
Samsung,Galaxy S22,Com defeito,32,Muito Ruim (abaixo de 39%),595.33,246,19,Nao
Motorola,Motorola G7,Recondicionado,128,Perfeita (95% ate 100%),510.5,256,19,Nao
Samsung,Galaxy A71,Usado - Bom,256,Ok (60% ate 79%),1003.44,167,4,Nao
Samsung,Galaxy A71,Recondicionado,64,Ok (60% ate 79%),1333.02,201,20,Nao
Samsung,Galaxy S21,Usado - Bom,256,Muito Ruim (abaixo de 39%),1408.92,238,1,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Ruim (40% ate 59%),976.26,122,9,Nao
Apple,iPhone 8 Plus,Novo,256,Muito Ruim (abaixo de 39%),911.98,97,5,Nao
Apple,iPhone 8 Plus,Usado - Bom,128,Boa (80% ate 94%),1027.41,251,19,Nao
Motorola,Motorola G7,Recondicionado,256,Muito Ruim (abaixo de 39%),914.94,94,2,Nao
Samsung,Galaxy A71,Novo,256,Muito Ruim (abaixo de 39%),1451.79,169,3,Nao
Motorola,Motorola G7,Usado - Bom,256,Ruim (40% ate 59%),914.94,346,18,Nao
Apple,iPhone 13,Novo,256,Boa (80% ate 94%),724.34,272,2,Nao
Motorola,Motorola Edge 30,Com defeito,32,Perfeita (95% ate 100%),1311.95,193,19,Nao
Motorola,Motorola G7,Usado - Bom,32,Muito Ruim (abaixo de 39%),1180.94,101,18,Nao
Apple,iPhone 11,Usado - Bom,64,Muito Ruim (abaixo de 39%),1472.76,124,8,Sim
Apple,iPhone 13,Novo,64,Muito Ruim (abaixo de 39%),1446.88,274,16,Sim
Samsung,Galaxy S22,Usado - Bom,32,Ruim (40% ate 59%),592.97,62,3,Nao
Motorola,Motorola Edge 30,Novo,32,Boa (80% ate 94%),850.56,346,13,Nao
Apple,iPhone 8 Plus,Novo,128,Perfeita (95% ate 100%),1080.44,21,3,Nao
Apple,iPhone 13,Recondicionado,64,Perfeita (95% ate 100%),1230.35,365,20,Sim
Samsung,Galaxy A71,Usado - Excelente,256,Ok (60% ate 79%),639.79,122,20,Nao
Apple,iPhone 13,Recondicionado,32,Perfeita (95% ate 100%),460.49,59,16,Sim
Apple,iPhone 13,Usado - Bom,32,Perfeita (95% ate 100%),688.25,301,3,Sim
Samsung,Galaxy S20,Recondicionado,32,Ok (60% ate 79%),767.28,129,17,Nao
Samsung,Galaxy S20,Recondicionado,64,Boa (80% ate 94%),1461.29,327,16,Nao
Apple,iPhone 12,Usado - Bom,64,Muito Ruim (abaixo de 39%),776.42,18,6,Sim
Motorola,Motorola Edge 30,Novo,256,Boa (80% ate 94%),1380.27,115,16,Nao
Samsung,Galaxy A51,Recondicionado,256,Perfeita (95% ate 100%),1405.43,148,2,Nao
Motorola,Motorola G7,Usado - Excelente,256,Perfeita (95% ate 100%),341.52,56,7,Nao
Apple,iPhone XR,Usado - Excelente,64,Boa (80% ate 94%),382.65,92,2,Sim
Apple,iPhone 14,Novo,128,Perfeita (95% ate 100%),1400.68,202,16,Nao
Apple,iPhone XR,Usado - Bom,32,Ok (60% ate 79%),1378.9,17,1,Sim
Apple,iPhone XR,Usado - Excelente,32,Ruim (40% ate 59%),610.15,184,2,Sim
Apple,iPhone 10,Novo,128,Ruim (40% ate 59%),377.97,169,17,Nao
Motorola,Motorola G7,Com defeito,256,Boa (80% ate 94%),606.9,242,12,Nao
Apple,iPhone 10,Com defeito,32,Boa (80% ate 94%),1215.83,86,16,Sim
Apple,iPhone 10,Novo,32,Boa (80% ate 94%),776.93,295,20,Sim
Samsung,Galaxy A51,Recondicionado,256,Ruim (40% ate 59%),955.51,234,2,Nao
Motorola,Motorola G7,Recondicionado,128,Boa (80% ate 94%),393.82,153,6,Nao
Apple,iPhone 14,Usado - Excelente,128,Perfeita (95% ate 100%),1482.91,143,5,Nao
Apple,iPhone 12,Usado - Bom,128,Perfeita (95% ate 100%),658.34,249,17,Nao
Motorola,Motorola G7,Recondicionado,128,Muito Ruim (abaixo de 39%),1438.33,124,5,Nao
Samsung,Galaxy A71,Usado - Bom,32,Boa (80% ate 94%),587.99,191,19,Nao
Samsung,Galaxy S20,Usado - Excelente,128,Ok (60% ate 79%),951.24,5,19,Sim
Samsung,Galaxy S22,Usado - Bom,128,Ruim (40% ate 59%),1075.4,227,5,Nao
Motorola,Motorola G7,Novo,256,Perfeita (95% ate 100%),495.04,169,8,Nao
Samsung,Galaxy S22,Com defeito,32,Ok (60% ate 79%),1075.4,288,3,Nao
Samsung,Galaxy S20,Com defeito,64,Boa (80% ate 94%),1093.41,202,2,Nao
Motorola,Motorola Edge 30,Com defeito,32,Ok (60% ate 79%),1031.57,33,17,Nao
Motorola,Motorola Edge 30,Com defeito,256,Ruim (40% ate 59%),1455.01,129,17,Nao
Apple,iPhone 13,Com defeito,64,Boa (80% ate 94%),1169.35,121,11,Sim
Motorola,Motorola G7,Usado - Bom,64,Ok (60% ate 79%),577.54,275,16,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Ruim (40% ate 59%),401.2,62,20,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Ok (60% ate 79%),330.88,265,19,Nao
Apple,iPhone XR,Usado - Bom,32,Ok (60% ate 79%),1026.86,198,1,Sim
Motorola,Motorola Edge 30,Recondicionado,64,Ruim (40% ate 59%),341.52,3,19,Sim
Motorola,Motorola G7,Com defeito,64,Perfeita (95% ate 100%),670.04,169,18,Nao
Samsung,Galaxy S21,Usado - Bom,256,Boa (80% ate 94%),462.99,131,3,Nao
Motorola,Motorola Edge 30,Novo,128,Boa (80% ate 94%),546.5,115,5,Nao
Apple,iPhone 11,Com defeito,128,Perfeita (95% ate 100%),1129.4,132,19,Nao
Apple,iPhone 10,Novo,128,Boa (80% ate 94%),476.07,346,19,Nao
Motorola,Motorola G7,Recondicionado,64,Boa (80% ate 94%),590.63,132,6,Nao
Motorola,Motorola G7,Usado - Bom,128,Muito Ruim (abaixo de 39%),417.58,90,17,Nao
Apple,iPhone 12,Novo,64,Boa (80% ate 94%),674.48,153,7,Sim
Samsung,Galaxy S20,Usado - Bom,64,Ruim (40% ate 59%),1209.64,278,16,Nao
Samsung,Galaxy S21,Novo,64,Boa (80% ate 94%),1162.01,275,1,Nao
Samsung,Galaxy S20,Usado - Bom,32,Perfeita (95% ate 100%),632.52,117,4,Nao
Samsung,Galaxy S22,Novo,32,Muito Ruim (abaixo de 39%),1054.44,315,9,Nao
Apple,iPhone 14,Com defeito,32,Muito Ruim (abaixo de 39%),1106.16,64,19,Sim
Motorola,Motorola G7,Usado - Excelente,256,Ruim (40% ate 59%),1496.44,349,18,Nao
Samsung,Galaxy A71,Novo,128,Muito Ruim (abaixo de 39%),1075.4,97,18,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Muito Ruim (abaixo de 39%),1350.82,234,16,Nao
Apple,iPhone 11,Com defeito,256,Ruim (40% ate 59%),764.59,91,8,Nao
Motorola,Motorola G7,Novo,256,Ok (60% ate 79%),914.23,130,16,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Muito Ruim (abaixo de 39%),1420.04,288,2,Nao
Motorola,Motorola Edge 30,Novo,256,Muito Ruim (abaixo de 39%),1215.51,290,13,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1184.06,256,7,Nao
Apple,iPhone 12,Novo,64,Boa (80% ate 94%),1455.13,112,17,Sim
Samsung,Galaxy S21,Novo,64,Muito Ruim (abaixo de 39%),1199.01,236,15,Nao
Motorola,Motorola Edge 30,Novo,256,Ok (60% ate 79%),1498.82,246,9,Nao
Apple,iPhone XR,Recondicionado,32,Perfeita (95% ate 100%),511.54,175,3,Sim
Apple,iPhone 8 Plus,Usado - Excelente,64,Muito Ruim (abaixo de 39%),499.12,204,16,Sim
Apple,iPhone 15,Novo,128,Boa (80% ate 94%),646.58,159,8,Nao
Samsung,Galaxy S21,Novo,128,Boa (80% ate 94%),595.03,32,2,Nao
Samsung,Galaxy A71,Recondicionado,128,Ruim (40% ate 59%),1060.46,159,18,Nao
Motorola,Motorola Edge 30,Recondicionado,64,Perfeita (95% ate 100%),1104.39,153,15,Nao
Apple,iPhone 14,Usado - Excelente,256,Muito Ruim (abaixo de 39%),750.52,175,19,Nao
Motorola,Motorola Edge 30,Novo,64,Ruim (40% ate 59%),1366.64,301,16,Nao
Samsung,Galaxy S22,Usado - Bom,64,Perfeita (95% ate 100%),616.15,167,18,Nao
Motorola,Motorola Edge 30,Com defeito,128,Boa (80% ate 94%),1461.03,312,14,Nao
Motorola,Motorola G7,Usado - Excelente,256,Boa (80% ate 94%),590.63,260,10,Nao
Motorola,Motorola G7,Com defeito,32,Perfeita (95% ate 100%),612.76,68,18,Nao
Apple,iPhone 15,Usado - Excelente,64,Muito Ruim (abaixo de 39%),526.03,275,19,Sim
Motorola,Motorola G7,Recondicionado,256,Ok (60% ate 79%),757.09,62,5,Nao
Apple,iPhone 10,Recondicionado,256,Ruim (40% ate 59%),1222.35,355,16,Nao
Apple,iPhone 13,Usado - Excelente,32,Boa (80% ate 94%),377.97,327,16,Sim
Apple,iPhone 11,Recondicionado,64,Boa (80% ate 94%),1490.5,159,1,Sim
Motorola,Motorola Edge 30,Com defeito,128,Perfeita (95% ate 100%),790.38,68,18,Nao
Apple,iPhone 15,Usado - Bom,128,Muito Ruim (abaixo de 39%),1230.35,142,14,Nao
Samsung,Galaxy S21,Novo,64,Boa (80% ate 94%),1089.81,199,20,Nao
Apple,iPhone 10,Novo,128,Ruim (40% ate 59%),761.05,217,12,Nao
Apple,iPhone 12,Usado - Bom,32,Ok (60% ate 79%),487.42,68,6,Sim
Samsung,Galaxy S22,Usado - Excelente,128,Perfeita (95% ate 100%),1290.66,65,16,Nao
Motorola,Motorola Edge 30,Com defeito,256,Ruim (40% ate 59%),1199.35,289,18,Nao
Motorola,Motorola G7,Usado - Bom,32,Ok (60% ate 79%),533.2,283,1,Nao
Samsung,Galaxy S21,Novo,64,Muito Ruim (abaixo de 39%),411.22,319,5,Nao
Motorola,Motorola G7,Usado - Excelente,64,Muito Ruim (abaixo de 39%),699.02,221,11,Nao
Motorola,Motorola Edge 30,Com defeito,128,Perfeita (95% ate 100%),533.2,323,18,Nao
Apple,iPhone 12,Novo,256,Boa (80% ate 94%),1402.35,21,6,Nao
Samsung,Galaxy S22,Com defeito,128,Perfeita (95% ate 100%),1461.29,94,3,Nao
Apple,iPhone 11,Recondicionado,128,Ruim (40% ate 59%),804.15,252,19,Nao
Apple,iPhone XR,Novo,256,Ok (60% ate 79%),490.96,160,17,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Boa (80% ate 94%),1104.39,264,19,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),330.88,13,6,Nao
Apple,iPhone 11,Novo,64,Muito Ruim (abaixo de 39%),949.33,86,9,Sim
Motorola,Motorola Edge 30,Usado - Bom,32,Perfeita (95% ate 100%),1377.37,132,20,Nao
Samsung,Galaxy S22,Recondicionado,32,Muito Ruim (abaixo de 39%),900.97,301,7,Nao
Apple,iPhone 12,Usado - Bom,64,Boa (80% ate 94%),679.5,87,19,Sim
Samsung,Galaxy S20,Novo,256,Ok (60% ate 79%),1064.16,201,11,Nao
Apple,iPhone XR,Usado - Bom,64,Boa (80% ate 94%),597.23,124,16,Sim
Apple,iPhone 15,Novo,64,Boa (80% ate 94%),1310.37,160,5,Sim
Apple,iPhone 8 Plus,Novo,64,Muito Ruim (abaixo de 39%),1024.43,143,13,Sim
Apple,iPhone 14,Novo,128,Perfeita (95% ate 100%),752.02,13,11,Nao
Apple,iPhone XR,Usado - Bom,256,Boa (80% ate 94%),718.48,137,5,Nao
Apple,iPhone 8 Plus,Usado - Bom,32,Ruim (40% ate 59%),1203.47,247,3,Sim
Samsung,Galaxy S21,Usado - Bom,32,Ok (60% ate 79%),827.57,263,15,Nao
Motorola,Motorola G7,Usado - Excelente,32,Boa (80% ate 94%),924.36,251,4,Nao
Samsung,Galaxy A71,Usado - Excelente,64,Perfeita (95% ate 100%),900.97,17,14,Nao
Apple,iPhone XR,Usado - Excelente,128,Muito Ruim (abaixo de 39%),1312.51,364,1,Nao
Samsung,Galaxy S22,Com defeito,256,Boa (80% ate 94%),767.02,17,2,Nao
Apple,iPhone 15,Com defeito,256,Ok (60% ate 79%),1335.4,252,15,Nao
Samsung,Galaxy A51,Usado - Bom,256,Ruim (40% ate 59%),631.47,323,5,Nao
Motorola,Motorola G7,Usado - Bom,128,Ruim (40% ate 59%),877.35,153,15,Nao
Apple,iPhone 11,Novo,64,Perfeita (95% ate 100%),1488.47,184,12,Sim
Apple,iPhone XR,Novo,32,Ruim (40% ate 59%),1222.42,104,15,Sim
Apple,iPhone 11,Usado - Excelente,32,Muito Ruim (abaixo de 39%),1040.03,282,1,Sim
Apple,iPhone 11,Novo,256,Perfeita (95% ate 100%),1127.42,264,1,Nao
Samsung,Galaxy A71,Usado - Excelente,256,Perfeita (95% ate 100%),1196.2,264,9,Nao
Motorola,Motorola G7,Usado - Excelente,64,Muito Ruim (abaixo de 39%),757.09,13,4,Nao
Samsung,Galaxy A71,Usado - Excelente,32,Muito Ruim (abaixo de 39%),720.78,217,15,Nao
Motorola,Motorola G7,Novo,32,Muito Ruim (abaixo de 39%),466.88,260,14,Nao
Apple,iPhone 13,Com defeito,128,Perfeita (95% ate 100%),941.41,311,19,Nao
Apple,iPhone 12,Novo,256,Muito Ruim (abaixo de 39%),1222.35,264,6,Nao
Samsung,Galaxy S20,Com defeito,32,Muito Ruim (abaixo de 39%),1158.67,275,1,Nao
Apple,iPhone 12,Novo,32,Boa (80% ate 94%),499.12,32,1,Sim
Motorola,Motorola Edge 30,Usado - Bom,64,Ruim (40% ate 59%),532.5,323,3,Nao
Samsung,Galaxy S22,Novo,64,Perfeita (95% ate 100%),1202.54,191,19,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Boa (80% ate 94%),1117.94,264,6,Nao
Samsung,Galaxy S21,Com defeito,32,Perfeita (95% ate 100%),821.9,278,18,Nao
Apple,iPhone XR,Usado - Bom,128,Ruim (40% ate 59%),377.66,363,18,Nao
Motorola,Motorola G7,Usado - Bom,256,Perfeita (95% ate 100%),1249.71,97,14,Nao
Samsung,Galaxy A71,Com defeito,64,Muito Ruim (abaixo de 39%),1089.81,234,16,Nao
Motorola,Motorola G7,Usado - Excelente,32,Perfeita (95% ate 100%),533.88,79,1,Nao
Apple,iPhone 11,Com defeito,256,Boa (80% ate 94%),920.37,154,16,Nao
Motorola,Motorola G7,Usado - Excelente,64,Boa (80% ate 94%),636.04,221,16,Nao
Samsung,Galaxy S22,Usado - Bom,32,Perfeita (95% ate 100%),1285.45,359,14,Nao
Samsung,Galaxy S21,Novo,32,Muito Ruim (abaixo de 39%),893.39,124,16,Nao
Motorola,Motorola G7,Com defeito,64,Muito Ruim (abaixo de 39%),699.02,202,10,Nao
Apple,iPhone 12,Novo,256,Muito Ruim (abaixo de 39%),314.52,5,18,Sim
Motorola,Motorola G7,Novo,64,Boa (80% ate 94%),924.36,264,11,Nao
Apple,iPhone 12,Com defeito,128,Perfeita (95% ate 100%),1076.92,217,18,Nao
Apple,iPhone 11,Novo,256,Muito Ruim (abaixo de 39%),816.53,364,7,Nao
Motorola,Motorola Edge 30,Novo,32,Ruim (40% ate 59%),385.93,81,8,Nao
Samsung,Galaxy A71,Com defeito,32,Muito Ruim (abaixo de 39%),1290.66,175,3,Nao
Samsung,Galaxy S22,Recondicionado,256,Ok (60% ate 79%),658.2,264,11,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Boa (80% ate 94%),1311.95,22,6,Nao
Apple,iPhone 12,Novo,64,Ruim (40% ate 59%),724.34,115,18,Sim
Apple,iPhone 12,Usado - Bom,64,Perfeita (95% ate 100%),1402.35,204,3,Sim
Samsung,Galaxy A71,Novo,32,Muito Ruim (abaixo de 39%),1413.03,202,19,Nao
Motorola,Motorola G7,Novo,256,Boa (80% ate 94%),1280.61,160,5,Nao
Samsung,Galaxy A71,Novo,128,Muito Ruim (abaixo de 39%),1042.02,118,8,Nao
Apple,iPhone XR,Recondicionado,128,Muito Ruim (abaixo de 39%),1311.97,184,3,Nao
Apple,iPhone 8 Plus,Com defeito,128,Ok (60% ate 79%),673.31,275,2,Nao
Apple,iPhone 8 Plus,Usado - Excelente,128,Boa (80% ate 94%),918.6,364,19,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Muito Ruim (abaixo de 39%),480.59,94,2,Nao
